Effective To Date,Income,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,State,Response,Coverage,Education,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Policy,Claim Reason,Sales Channel,Vehicle Class,Vehicle Size
24,10105,172,5,4,3,3,Iowa,No,Premium,Doctor,Disabled,F,Rural,Married,Personal Auto,Personal L2,Collision,Branch,SUV,Medsize
58,51001,99,13,49,1,3,Iowa,No,Extended,College,Employed,F,Urban,Married,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
20,21234,73,8,23,0,1,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
24,0,134,22,68,0,1,Iowa,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Agent,SUV,Medsize
31,74561,68,0,23,1,5,Nebraska,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Web,Two-Door Car,Medsize
13,16370,74,4,54,0,2,Missouri,No,Basic,College,Medical Leave,F,Urban,Married,Personal Auto,Personal L2,Scratch/Dent,Branch,Two-Door Car,Large
10,43573,66,30,64,0,5,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Large
22,0,129,2,72,0,1,Missouri,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Other,Web,SUV,Medsize
55,55842,109,4,26,0,3,Iowa,No,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Agent,SUV,Medsize
26,27500,114,25,47,0,2,Missouri,No,Basic,Bachelor,Medical Leave,M,Urban,Divorced,Corporate Auto,Corporate L1,Collision,Branch,SUV,Large
37,73049,139,3,42,0,2,Kansas,No,Extended,Doctor,Employed,F,Rural,Single,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
49,71391,67,29,39,0,2,Missouri,Yes,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
32,38798,72,24,48,0,1,Oklahoma,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
57,0,68,13,26,0,2,Oklahoma,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Two-Door Car,Small
45,0,64,35,75,1,7,Oklahoma,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Call Center,Two-Door Car,Medsize
26,10147,67,15,52,0,2,Nebraska,No,Basic,High School or Below,Disabled,M,Suburban,Married,Personal Auto,Personal L3,Other,Branch,Four-Door Car,Medsize
2,47509,66,28,73,0,1,Missouri,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
14,61542,67,33,83,0,6,Missouri,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
53,0,122,15,47,0,9,Oklahoma,Yes,Extended,Master,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Branch,Sports Car,Medsize
0,0,66,8,11,0,2,Iowa,No,Basic,Doctor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Other,Branch,Two-Door Car,Small
34,79955,71,10,5,0,6,Missouri,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Large
12,70129,103,24,57,1,1,Missouri,No,Premium,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Medsize
33,11904,61,34,11,2,3,Iowa,Yes,Basic,High School or Below,Disabled,F,Suburban,Single,Personal Auto,Personal L2,Collision,Web,Two-Door Car,Small
46,60475,107,9,18,0,1,Missouri,Yes,Premium,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
17,52984,69,12,81,0,5,Nebraska,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L2,Collision,Web,Two-Door Car,Medsize
17,62470,66,34,84,0,4,Missouri,No,Basic,Bachelor,Employed,M,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Two-Door Car,Medsize
50,95701,98,24,8,3,3,Missouri,No,Extended,High School or Below,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Small
20,99553,68,14,85,0,6,Iowa,No,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L3,Other,Web,Four-Door Car,Medsize
33,48567,130,12,15,0,1,Nebraska,Yes,Extended,Bachelor,Employed,F,Suburban,Single,Personal Auto,Personal L2,Hail,Agent,SUV,Medsize
44,50738,71,11,48,0,1,Nebraska,No,Basic,Bachelor,Employed,F,Suburban,Divorced,Personal Auto,Personal L1,Scratch/Dent,Agent,Four-Door Car,Large
39,27760,104,13,71,0,2,Missouri,No,Basic,Bachelor,Employed,F,Urban,Married,Personal Auto,Personal L2,Collision,Web,SUV,Small
13,40870,105,3,56,0,2,Iowa,Yes,Basic,Doctor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Large
5,0,70,20,44,0,1,Iowa,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
34,0,180,21,68,0,1,Iowa,No,Basic,College,Unemployed,M,Suburban,Single,Corporate Auto,Corporate L3,Hail,Agent,Luxury Car,Small
54,18064,63,10,45,2,1,Missouri,No,Basic,Bachelor,Medical Leave,F,Urban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
47,71600,63,17,43,0,7,Kansas,No,Basic,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L2,Hail,Call Center,Two-Door Car,Medsize
5,60010,103,4,86,0,1,Iowa,No,Premium,Master,Employed,F,Suburban,Married,Special Auto,Special L1,Hail,Agent,Four-Door Car,Medsize
34,26121,119,12,51,0,2,Nebraska,No,Basic,Bachelor,Retired,M,Suburban,Single,Personal Auto,Personal L2,Collision,Call Center,SUV,Medsize
58,24350,73,6,89,3,1,Nebraska,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Hail,Branch,Four-Door Car,Medsize
25,14606,72,2,94,5,4,Iowa,No,Basic,Bachelor,Disabled,F,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Four-Door Car,Medsize
22,0,184,0,94,0,9,Iowa,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,Luxury SUV,Medsize
17,0,80,30,96,0,2,Iowa,No,Extended,Bachelor,Unemployed,F,Rural,Divorced,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
41,0,136,7,34,0,3,Iowa,No,Extended,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L3,Collision,Agent,SUV,Large
7,97768,72,22,14,0,2,Iowa,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L1,Scratch/Dent,Agent,Two-Door Car,Medsize
40,69700,181,9,49,0,1,Missouri,No,Premium,Bachelor,Employed,M,Urban,Divorced,Personal Auto,Personal L2,Hail,Web,SUV,Medsize
55,85483,67,8,15,0,2,Iowa,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
33,0,67,11,6,0,2,Oklahoma,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Medsize
25,76769,88,6,91,0,1,Oklahoma,No,Extended,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Hail,Web,Four-Door Car,Medsize
45,56342,69,12,89,0,1,Nebraska,Yes,Basic,College,Employed,M,Suburban,Single,Personal Auto,Personal L2,Hail,Call Center,Four-Door Car,Small
48,0,79,30,25,0,1,Iowa,No,Extended,College,Unemployed,F,Suburban,Single,Special Auto,Special L2,Scratch/Dent,Branch,Four-Door Car,Medsize
12,67431,136,28,17,1,1,Nebraska,No,Extended,College,Employed,M,Suburban,Divorced,Personal Auto,Personal L3,Hail,Call Center,SUV,Large
49,0,72,32,14,0,1,Nebraska,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Corporate Auto,Corporate L1,Other,Web,Four-Door Car,Medsize
55,32627,76,11,60,0,7,Iowa,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Small
28,70446,65,31,99,0,9,Kansas,No,Basic,Master,Employed,F,Rural,Married,Personal Auto,Personal L1,Other,Call Center,Four-Door Car,Medsize
29,0,102,35,48,0,2,Missouri,Yes,Basic,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
26,0,70,25,21,0,6,Missouri,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Other,Call Center,Four-Door Car,Medsize
49,81872,115,10,55,0,2,Iowa,Yes,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Hail,Web,Four-Door Car,Medsize
5,66457,95,2,76,0,1,Missouri,No,Extended,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
42,84583,65,6,50,0,2,Nebraska,No,Basic,College,Employed,M,Urban,Married,Corporate Auto,Corporate L1,Hail,Branch,Four-Door Car,Small
16,0,107,0,62,0,2,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Scratch/Dent,Agent,SUV,Medsize
44,76157,116,15,80,0,1,Oklahoma,Yes,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Hail,Call Center,Two-Door Car,Small
53,0,68,19,16,0,8,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,Two-Door Car,Medsize
41,0,67,15,75,3,1,Missouri,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Four-Door Car,Medsize
54,62452,67,1,9,0,1,Nebraska,No,Basic,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Hail,Branch,Two-Door Car,Medsize
41,37386,97,1,4,0,3,Missouri,No,Extended,College,Employed,F,Suburban,Married,Corporate Auto,Corporate L1,Collision,Branch,Four-Door Car,Large
12,77143,125,5,49,3,2,Missouri,No,Extended,Master,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Agent,SUV,Small
22,65775,72,16,98,0,4,Iowa,No,Basic,College,Employed,F,Rural,Divorced,Personal Auto,Personal L2,Hail,Agent,Four-Door Car,Medsize
19,77077,112,11,51,0,7,Iowa,No,Basic,College,Employed,F,Urban,Single,Personal Auto,Personal L2,Hail,Call Center,SUV,Medsize
5,52572,113,30,22,0,3,Iowa,No,Premium,Master,Employed,F,Urban,Divorced,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
54,36812,92,23,98,1,4,Oklahoma,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L3,Collision,Branch,Two-Door Car,Medsize
8,26367,139,7,26,0,3,Nebraska,No,Extended,College,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Collision,Branch,SUV,Small
56,24410,73,5,51,0,2,Iowa,No,Basic,Bachelor,Medical Leave,F,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Web,Four-Door Car,Small
57,72540,88,7,3,0,2,Nebraska,Yes,Extended,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Hail,Call Center,Two-Door Car,Medsize
0,60145,132,8,28,0,3,Iowa,No,Extended,College,Employed,M,Urban,Single,Personal Auto,Personal L3,Scratch/Dent,Web,SUV,Medsize
51,36431,99,27,59,0,2,Nebraska,No,Extended,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L1,Collision,Agent,Two-Door Car,Small
1,54050,119,5,15,0,1,Iowa,No,Premium,College,Employed,F,Suburban,Married,Personal Auto,Personal L2,Scratch/Dent,Call Center,Two-Door Car,Large
45,56342,69,12,89,0,1,Iowa,Yes,Basic,College,Employed,M,Suburban,Single,Corporate Auto,Corporate L2,Hail,Call Center,Four-Door Car,Small
51,16654,79,23,31,0,7,Nebraska,No,Extended,Bachelor,Medical Leave,F,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
9,22907,180,13,86,2,1,Missouri,No,Basic,Bachelor,Employed,M,Rural,Married,Personal Auto,Personal L2,Other,Call Center,Luxury SUV,Medsize
45,0,61,2,54,2,1,Missouri,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Branch,Two-Door Car,Small
15,0,100,13,25,1,1,Nebraska,No,Basic,Master,Unemployed,F,Suburban,Married,Personal Auto,Personal L3,Other,Call Center,SUV,Medsize
54,13688,84,25,2,0,8,Iowa,No,Extended,College,Retired,F,Suburban,Divorced,Personal Auto,Personal L2,Collision,Agent,Two-Door Car,Medsize
19,0,70,9,96,0,2,Iowa,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
12,33060,117,19,91,0,3,Kansas,No,Premium,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L2,Collision,Branch,Four-Door Car,Medsize
41,85654,76,8,46,0,3,Missouri,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Hail,Agent,Four-Door Car,Large
13,20090,109,10,59,0,2,Iowa,Yes,Basic,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L2,Hail,Agent,Sports Car,Medsize
12,76558,74,2,45,0,2,Oklahoma,No,Basic,Bachelor,Employed,M,Urban,Married,Special Auto,Special L1,Other,Agent,Four-Door Car,Medsize
45,34062,91,23,51,0,3,Missouri,No,Extended,High School or Below,Employed,F,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
42,75740,64,13,11,0,1,Iowa,No,Basic,High School or Below,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Two-Door Car,Medsize
44,13215,74,30,17,1,3,Missouri,No,Basic,Bachelor,Retired,F,Suburban,Married,Corporate Auto,Corporate L3,Collision,Branch,Four-Door Car,Small
23,0,81,10,80,3,3,Missouri,No,Extended,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
47,27615,62,19,18,1,1,Missouri,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Call Center,Four-Door Car,Medsize
37,41990,66,23,19,0,1,Missouri,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Medsize
0,49345,69,10,12,0,7,Kansas,No,Basic,High School or Below,Employed,M,Urban,Married,Personal Auto,Personal L3,Hail,Agent,Two-Door Car,Medsize
19,97245,70,29,29,0,2,Missouri,No,Basic,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
14,51204,181,28,23,0,2,Missouri,No,Premium,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Other,Web,Sports Car,Medsize
0,26802,66,7,43,1,5,Oklahoma,Yes,Basic,College,Retired,M,Suburban,Married,Corporate Auto,Corporate L3,Hail,Agent,Two-Door Car,Medsize
2,0,61,13,37,0,2,Iowa,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
55,61650,88,8,2,0,2,Iowa,No,Extended,High School or Below,Employed,M,Rural,Single,Personal Auto,Personal L3,Hail,Web,Four-Door Car,Medsize
5,0,93,19,79,0,2,Nebraska,No,Extended,College,Unemployed,F,Suburban,Single,Personal Auto,Personal L1,Scratch/Dent,Call Center,Four-Door Car,Medsize
16,74424,81,26,74,0,9,Iowa,No,Extended,Master,Employed,M,Suburban,Married,Personal Auto,Personal L1,Hail,Agent,Four-Door Car,Medsize
12,0,71,1,66,1,1,Nebraska,No,Basic,High School or Below,Unemployed,M,Suburban,Single,Personal Auto,Personal L1,Collision,Agent,Two-Door Car,Medsize
16,0,74,14,43,0,4,Iowa,No,Basic,High School or Below,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Other,Agent,Four-Door Car,Small
28,0,166,4,49,0,4,Missouri,No,Premium,High School or Below,Unemployed,F,Suburban,Single,Special Auto,Special L3,Collision,Agent,Sports Car,Medsize
46,83013,103,2,75,0,2,Kansas,No,Basic,Master,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Collision,Agent,SUV,Medsize
52,28128,70,6,52,0,4,Iowa,No,Basic,College,Employed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Two-Door Car,Medsize
50,58082,112,31,66,1,1,Iowa,No,Basic,Bachelor,Employed,F,Rural,Married,Personal Auto,Personal L3,Collision,Call Center,SUV,Medsize
30,67752,131,4,40,4,9,Nebraska,No,Extended,College,Employed,F,Rural,Single,Personal Auto,Personal L2,Collision,Web,Sports Car,Small
27,22886,65,9,81,0,3,Iowa,Yes,Basic,Master,Disabled,F,Suburban,Divorced,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Small
47,39482,77,29,48,0,5,Iowa,No,Extended,College,Employed,M,Urban,Divorced,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Medsize
9,67899,66,5,31,1,6,Nebraska,No,Basic,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Scratch/Dent,Agent,Four-Door Car,Medsize
46,66620,70,13,75,0,7,Nebraska,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
34,0,127,3,93,0,3,Iowa,No,Extended,College,Unemployed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Agent,Sports Car,Medsize
40,75648,108,28,10,0,1,Oklahoma,Yes,Basic,College,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Hail,Branch,SUV,Large
33,52583,113,12,59,0,7,Missouri,Yes,Basic,High School or Below,Employed,F,Urban,Single,Personal Auto,Personal L2,Collision,Agent,SUV,Small
7,96263,103,5,5,0,1,Nebraska,No,Basic,High School or Below,Employed,F,Rural,Married,Personal Auto,Personal L3,Hail,Agent,SUV,Small
57,57449,103,6,28,0,2,Nebraska,Yes,Premium,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
9,34307,92,33,62,2,1,Missouri,No,Extended,Bachelor,Employed,M,Rural,Divorced,Personal Auto,Personal L3,Collision,Call Center,Four-Door Car,Medsize
40,79325,68,4,31,0,4,Kansas,No,Basic,Bachelor,Employed,F,Urban,Married,Corporate Auto,Corporate L2,Hail,Agent,Four-Door Car,Medsize
0,72916,80,25,72,0,1,Missouri,No,Extended,College,Employed,M,Suburban,Single,Personal Auto,Personal L3,Hail,Web,Two-Door Car,Medsize
58,26161,109,8,70,0,1,Iowa,No,Basic,Master,Retired,F,Suburban,Single,Personal Auto,Personal L3,Scratch/Dent,Branch,Sports Car,Large
34,0,132,17,34,0,3,Missouri,No,Extended,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L3,Collision,Branch,SUV,Medsize
15,0,102,16,1,1,1,Oklahoma,No,Basic,College,Unemployed,M,Suburban,Single,Personal Auto,Personal L3,Collision,Call Center,SUV,Large
2,70737,114,25,12,0,4,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Other,Web,SUV,Medsize
41,52564,122,33,28,0,2,Oklahoma,No,Extended,High School or Below,Employed,M,Rural,Married,Personal Auto,Personal L3,Hail,Branch,SUV,Medsize
16,0,90,14,36,0,1,Iowa,No,Extended,High School or Below,Unemployed,M,Suburban,Single,Special Auto,Special L3,Hail,Branch,Four-Door Car,Medsize
23,0,61,2,61,0,2,Missouri,No,Basic,Bachelor,Unemployed,F,Suburban,Single,Personal Auto,Personal L2,Collision,Agent,Four-Door Car,Small
40,35461,95,26,57,1,1,Missouri,No,Extended,Bachelor,Employed,M,Rural,Married,Corporate Auto,Corporate L3,Collision,Agent,Four-Door Car,Medsize
25,21499,135,34,28,1,3,Kansas,No,Extended,High School or Below,Employed,M,Suburban,Married,Corporate Auto,Corporate L3,Hail,Branch,SUV,Medsize
25,0,71,28,76,0,2,Nebraska,No,Basic,Doctor,Unemployed,F,Suburban,Married,Corporate Auto,Corporate L3,Hail,Call Center,Two-Door Car,Medsize
57,76356,71,4,61,2,1,Missouri,No,Basic,Bachelor,Employed,F,Suburban,Married,Personal Auto,Personal L3,Scratch/Dent,Branch,Two-Door Car,Medsize
2,0,65,9,31,0,2,Missouri,Yes,Basic,Bachelor,Unemployed,M,Suburban,Married,Corporate Auto,Corporate L3,Hail,Agent,Two-Door Car,Medsize
55,0,71,23,84,0,1,Missouri,No,Basic,Bachelor,Unemployed,M,Urban,Married,Personal Auto,Personal L3,Hail,Branch,Four-Door Car,Medsize
15,42862,65,34,29,0,2,Kansas,No,Basic,High School or Below,Employed,F,Urban,Married,Personal Auto,Personal L3,Scratch/Dent,Agent,Four-Door Car,Medsize
19,30895,62,10,35,0,2,Iowa,No,Basic,Bachelor,Employed,M,Suburban,Divorced,Personal Auto,Personal L2,Other,Web,Four-Door Car,Small
41,40238,73,17,88,1,9,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Married,Personal Auto,Personal L3,Collision,Branch,Four-Door Car,Medsize
50,77835,74,2,30,1,4,Iowa,No,Basic,High School or Below,Employed,F,Rural,Divorced,Personal Auto,Personal L3,Scratch/Dent,Web,Four-Door Car,Medsize
30,0,92,7,89,0,2,Missouri,No,Extended,College,Unemployed,M,Suburban,Divorced,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
56,88454,101,8,89,0,1,Iowa,No,Basic,College,Employed,M,Urban,Divorced,Personal Auto,Personal L3,Collision,Web,SUV,Medsize
58,49746,111,4,85,3,1,Kansas,No,Premium,College,Employed,M,Suburban,Married,Corporate Auto,Corporate L2,Collision,Agent,Four-Door Car,Medsize
8,28327,185,29,26,0,3,Missouri,No,Basic,High School or Below,Employed,M,Suburban,Single,Personal Auto,Personal L2,Other,Web,Luxury Car,Medsize
47,76927,138,2,46,0,1,Missouri,No,Extended,College,Employed,M,Rural,Married,Personal Auto,Personal L3,Other,Branch,SUV,Medsize
8,44656,70,2,80,0,2,Nebraska,No,Basic,High School or Below,Employed,M,Suburban,Married,Personal Auto,Personal L2,Hail,Branch,Two-Door Car,Medsize
16,57882,115,1,61,0,2,Kansas,No,Basic,Bachelor,Employed,F,Suburban,Single,Corporate Auto,Corporate L3,Collision,Web,SUV,Medsize
38,41163,108,11,66,0,3,Missouri,No,Basic,Master,Employed,F,Rural,Married,Corporate Auto,Corporate L2,Collision,Branch,SUV,Small
40,53882,69,14,33,0,1,Missouri,No,Basic,College,Employed,F,Suburban,Married,Personal Auto,Personal L3,Collision,Agent,Four-Door Car,Medsize
24,26441,71,16,28,0,5,Missouri,No,Basic,College,Medical Leave,F,Rural,Married,Personal Auto,Personal L2,Collision,Branch,Two-Door Car,Medsize
54,89703,126,6,54,0,1,Oklahoma,No,Extended,College,Employed,M,Urban,Married,Personal Auto,Personal L1,Other,Branch,SUV,Medsize
39,74163,108,14,63,0,1,Nebraska,No,Premium,High School or Below,Employed,F,Suburban,Married,Personal Auto,Personal L1,Other,Agent,Four-Door Car,Small
4,58779,64,13,82,1,2,Nebraska,No,Basic,Bachelor,Employed,M,Suburban,Single,Personal Auto,Personal L1,Hail,Branch,Four-Door Car,Medsize
